4	1st QB	EJ Manuel the 1st QB to go in this draft	But my bro from the 757 EJ Manuel is the 1st QB gone	(5, 0)	EJ/B-person/NNP/B-NP/O Manuel/I-person/NNP/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O to/O/TO/B-VP/O go/O/VB/I-VP/B-EVENT in/O/IN/B-PP/I-EVENT this/O/DT/B-NP/O draft/O/NN/I-NP/O	But/O/CC/O/O my/O/PRP$/B-NP/O bro/O/NN/I-NP/O from/O/IN/B-PP/O the/O/DT/B-NP/O 757/O/CD/I-NP/O EJ/B-person/NNP/I-NP/O Manuel/I-person/NNP/I-NP/O is/O/VBZ/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O gone/O/NN/I-NP/O
4	1st QB	EJ Manuel the 1st QB to go in this draft	Can believe EJ Manuel went as the 1st QB in the draft	(5, 0)	EJ/B-person/NNP/B-NP/O Manuel/I-person/NNP/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O to/O/TO/B-VP/O go/O/VB/I-VP/B-EVENT in/O/IN/B-PP/I-EVENT this/O/DT/B-NP/O draft/O/NN/I-NP/O	Can/O/MD/B-VP/O believe/O/VB/I-VP/B-EVENT EJ/B-person/NNP/B-NP/O Manuel/I-person/NNP/I-NP/O went/O/VBD/B-VP/O as/O/IN/B-PP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O in/O/IN/B-PP/O the/O/DT/B-NP/O draft/O/NN/I-NP/O
4	1st QB	EJ Manuel the 1st QB to go in this draft	EJ MANUEL IS THE 1ST QB what	(3, 2)	EJ/B-person/NNP/B-NP/O Manuel/I-person/NNP/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O to/O/TO/B-VP/O go/O/VB/I-VP/B-EVENT in/O/IN/B-PP/I-EVENT this/O/DT/B-NP/O draft/O/NN/I-NP/O	EJ/B-person/NNP/B-NP/O MANUEL/I-person/NNP/I-NP/O IS/O/VBZ/B-VP/O THE/O/DT/B-NP/O 1ST/O/CD/I-NP/O QB/O/NNP/I-NP/O what/O/WP/I-NP/O
4	1st QB	EJ Manuel the 1st QB to go in this draft	Manuel is the 1st QB to get drafted	(4, 1)	EJ/B-person/NNP/B-NP/O Manuel/I-person/NNP/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O to/O/TO/B-VP/O go/O/VB/I-VP/B-EVENT in/O/IN/B-PP/I-EVENT this/O/DT/B-NP/O draft/O/NN/I-NP/O	Manuel/B-person/NNP/B-NP/O is/O/VBZ/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O to/O/TO/B-VP/O get/O/VB/I-VP/O drafted/O/VBN/I-VP/B-EVENT
4	1st QB	EJ Manuel the 1st QB to go in this draft	My boy EJ Manuel being the 1st QB picked	(5, 0)	EJ/B-person/NNP/B-NP/O Manuel/I-person/NNP/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O to/O/TO/B-VP/O go/O/VB/I-VP/B-EVENT in/O/IN/B-PP/I-EVENT this/O/DT/B-NP/O draft/O/NN/I-NP/O	My/O/PRP$/B-NP/O boy/O/NN/I-NP/O EJ/B-person/NNP/I-NP/O Manuel/I-person/NNP/I-NP/O being/O/VBG/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O picked/O/VBD/I-NP/B-EVENT
4	1st QB	EJ Manuel the 1st QB to go in this draft	Not surprised EJ Manuel was 1st QB taken	(5, 0)	EJ/B-person/NNP/B-NP/O Manuel/I-person/NNP/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O to/O/TO/B-VP/O go/O/VB/I-VP/B-EVENT in/O/IN/B-PP/I-EVENT this/O/DT/B-NP/O draft/O/NN/I-NP/O	Not/O/RB/B-NP/O surprised/O/VBN/I-NP/B-EVENT EJ/B-person/NNP/I-NP/O Manuel/I-person/NNP/I-NP/O was/O/VBD/B-VP/O 1st/O/CD/B-NP/O QB/O/VBD/I-NP/B-EVENT taken/O/VBN/I-NP/O
4	1st QB	EJ Manuel the 1st QB to go in this draft	WOW EJ MANUEL FSU 1ST QB TAKEN	(4, 1)	EJ/B-person/NNP/B-NP/O Manuel/I-person/NNP/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O to/O/TO/B-VP/O go/O/VB/I-VP/B-EVENT in/O/IN/B-PP/I-EVENT this/O/DT/B-NP/O draft/O/NN/I-NP/O	WOW/O/UH/B-INTJ/O EJ/B-person/NNP/B-NP/O MANUEL/I-person/NNP/I-NP/O FSU/O/NNP/I-NP/O 1ST/O/CD/I-NP/O QB/O/NNP/I-NP/O TAKEN/O/NNP/I-NP/O
4	1st QB	EJ Manuel the 1st QB to go in this draft	Wow EJ Manuel 1st QB taken in the draft	(5, 0)	EJ/B-person/NNP/B-NP/O Manuel/I-person/NNP/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O to/O/TO/B-VP/O go/O/VB/I-VP/B-EVENT in/O/IN/B-PP/I-EVENT this/O/DT/B-NP/O draft/O/NN/I-NP/O	Wow/O/UH/B-INTJ/O EJ/B-person/NNP/B-NP/O Manuel/I-person/NNP/I-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O taken/O/NN/I-NP/O in/O/IN/B-PP/O the/O/DT/B-NP/O draft/O/NN/I-NP/O
4	1st QB	EJ Manuel the 1st QB to go in this draft	if EJ is the 1st QB off the board	(3, 2)	EJ/B-person/NNP/B-NP/O Manuel/I-person/NNP/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O to/O/TO/B-VP/O go/O/VB/I-VP/B-EVENT in/O/IN/B-PP/I-EVENT this/O/DT/B-NP/O draft/O/NN/I-NP/O	if/O/IN/B-SBAR/O EJ/O/NNP/B-NP/O is/O/VBZ/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O off/O/IN/B-PP/O the/O/DT/B-NP/O board/O/NN/I-NP/O
4	1st QB	So EJ Manuel is the 1st QB taken	Bills take EJ Manuel QBFlorida State 1st QB off the board	(4, 1)	So/O/IN/O/O EJ/B-person/NNP/B-NP/O Manuel/I-person/NNP/I-NP/O is/O/VBZ/B-VP/O the/O/DT/B-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O taken/O/NN/I-NP/O	Bills/O/NNS/B-NP/O take/O/VBP/B-VP/O EJ/B-sportsteam/NNP/B-NP/O Manuel/I-sportsteam/NNP/I-NP/O QBFlorida/I-sportsteam/NNP/I-NP/O State/I-sportsteam/NNP/I-NP/O 1st/O/CD/I-NP/O QB/O/NNP/I-NP/O off/O/IN/B-PP/O the/O/DT/B-NP/O board/O/NN/I-NP/O
